"","state","zip","50_1","50_2","50_3","50_4","50_5","50_6","50_7","50_8","50_9","51_1","51_2","51_3","52_1","52_2","52_3","53_1","53_2","53_3","54_1","54_2","54_3","55_1","55_2","55_3","56_1","56_2","56_3","57_1","57_2","57_3","58_1","58_2","58_3","58_4","58_5","58_6","58_7","58_8","58_9","58_10","58_11","58_12","58_13","59_1","59_2","59_3","59_4","59_5","59_6","59_7","59_8","59_9","59_10","59_11","59_12","59_13","59_14","59_15","59_16","59_17","59_18","59_19","59_20","59_21","60_1","60_2","60_3","60_4","60_5","60_6","60_7","60_8","60_9","61_1","61_2","61_3","61_4","61_5","61_6","61_7","62_1","62_2","62_3","62_4","62_5","62_6","62_7","62_8","62_9","62_10","63_1","63_2","63_3","63_4","63_5","63_6","64_1","64_2","64_3","64_4","64_5","64_6","64_7","64_8","64_9","64_10","64_11","65_1","65_2","65_3","65_4","65_5","65_6","66_1","66_2","66_3","66_4","66_5","66_6","66_7","66_8","67_1","67_2","67_3","67_4","67_5","67_6","67_7","67_8","67_9","67_10","67_11","67_12","68_1","68_2","68_3","68_4","68_5","68_6","68_7","69_1","69_2","69_3","69_4","69_5","69_6","70_1","70_2","70_3","70_4","70_5","70_6","70_7","71_1","71_2","71_3","71_4","71_5","72_1","72_2","72_3","72_4","72_5","72_6","73_1","73_2","73_3","73_4","73_5","73_6","73_7","73_8","73_9","73_10","73_11","74_1","74_2","74_3","74_4","74_5","74_6","74_7","74_8","74_9","74_10","74_11","74_12","74_13","74_14","75_1","75_2","75_3","75_4","75_5","75_6","75_7","75_8","76_1","76_2","76_3","76_4","76_5","76_6","76_7","76_8","76_9","77_1","77_2","77_3","77_4","78_1","78_2","78_3","78_4","79_1","79_2","79_3","79_4","79_5","79_6","79_7","79_8","79_9","79_10","80_1","80_2","80_3","80_4","80_5","80_6","80_7","80_8","80_9","81_1","81_2","81_3","81_4","81_5","81_6","81_7","81_8","82_1","82_2","82_3","82_4","82_5","82_6","82_7","82_8","82_9","82_10","82_11","82_12","82_13","82_14","82_15","82_16","82_17","83_1","83_2","83_3","83_4","83_5","83_6","83_7","84_1","84_2","84_3","84_4","84_5","84_6","84_7","85_1","85_2","85_3","85_4","85_5","85_6","86_1","86_2","86_3","87_1","87_2","87_3","88_1","88_2","88_3","88_4","88_5","88_6","88_7","89_1","89_2","89_3","89_4","89_5","90_1","90_2","90_3","90_4","91_1","91_2","91_3","91_4","91_5","92_1","92_2","92_3","93_1","93_2","93_3","93_4","93_5","94_1","94_2","94_3","94_4","94_5","94_6","95_1","95_2","95_3","95_4","95_5","95_6","96_1","96_2","96_3","96_4","96_5","96_6","96_7","97_1","97_2","97_3","97_4","97_5","97_6","98_1","98_2","98_3","98_4","98_5","99_1","99_2","99_3","99_4","99_5","99_6","99_7","99_8","100_1","100_2","100_3","100_4","100_5","101_1","101_2","101_3","101_4","101_5","102_1","102_2","102_3","102_4","102_5","102_6","102_7","102_8","102_9","102_10","102_11","103_1","103_2","103_3","103_4","103_5","104_1","104_2","104_3","104_4","104_5","104_6","105_1","105_2","105_3","105_4","105_5","105_6","105_7","105_8","105_9","105_10","106_1","106_2","106_3","106_4","106_5","106_6","106_7","106_8","107_1","107_2","107_3","107_4","107_5","107_6","107_7","107_8","107_9","107_10","109_1","109_2","109_3","109_4","110_1","110_2","110_3","110_4","110_5","110_6","110_7","110_8","110_9","111_1","111_2","111_3","111_4","111_5","111_6","111_7","111_8","115_1","115_2","115_3","115_4","115_5","117_1","117_2","117_3","117_4","117_5","117_6","118_1","118_2","118_3","118_4","118_5","118_6","118_7","118_8","119_1","119_2","119_3","119_4","120_1","120_2","120_3","120_4","120_5","120_6","121_1","121_2","121_3","121_4","121_5","121_6","121_7","lat","long","city","state.region"
"513","NM","880",1,0,0,9,0,0,6,0,1,5,12,0,5,5,7,1,16,0,0,16,1,2,14,1,10,6,1,5,11,1,0,7,10,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,2,1,0,1,0,1,0,1,9,4,2,0,1,7,0,1,6,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,2,8,7,0,0,0,9,4,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,0,7,3,1,6,4,0,3,0,3,3,1,0,6,4,0,4,4,0,9,12,0,0,0,3,2,5,3,0,0,0,9,0,0,0,0,0,1,0,2,10,2,0,0,0,0,0,0,0,0,2,11,0,4,0,0,0,0,2,6,0,0,8,0,0,2,0,1,13,0,1,3,4,2,9,2,9,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,17,0,16,0,0,1,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,1,0,0,1,3,0,1,0,0,0,8,0,8,0,6,2,5,0,4,0,1,5,0,2,6,3,5,7,5,12,5,0,7,0,2,1,0,1,6,7,3,6,0,1,13,1,2,1,4,11,1,1,0,2,0,15,0,17,0,0,0,5,1,5,6,0,0,3,1,0,1,3,9,0,1,2,5,8,0,1,7,2,0,0,8,0,8,4,5,0,0,15,1,1,0,0,0,0,0,2,0,1,13,1,0,15,1,0,1,4,0,5,1,1,0,1,0,0,5,0,1,0,6,10,0,14,2,0,1,0,0,9,1,6,0,1,0,0,0,0,0,11,0,5,0,1,0,0,0,0,1,9,1,0,1,0,0,5,0,16,1,0,0,0,0,2,0,0,1,0,14,0,4,10,2,0,0,0,1,0,16,0,0,1,0,13,0,2,1,1,0,0,0,0,0,0,10,5,2,12,2,3,0,4,12,0,0,1,0,8,2,1,0,2,2,2,32.300193,-106.76078,"Las Cruces","West"
"514","NM","881",1,0,0,0,0,0,0,0,3,0,4,0,3,1,0,0,4,0,0,4,0,1,3,0,1,3,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,1,1,1,0,1,0,0,1,2,0,1,3,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,2,1,2,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,1,0,0,0,0,0,1,0,0,3,2,1,1,3,0,1,0,0,0,3,0,0,1,3,1,0,0,0,3,1,0,0,1,3,0,0,0,1,0,3,0,4,0,0,0,0,2,1,1,0,0,3,0,0,0,0,1,0,0,0,3,1,0,0,2,1,0,0,1,0,3,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3,1,0,3,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,3,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,1,2,1,0,0,0,0,0,3,0,0,0,1,0,0,2,2,0,0,1,0,0,1,0,2,0,0,3,0,1,0,0,3,0,0,1,0,3,1,0,0,0,0,0,34.432846,-103.22589,"Clovis","West"
"515","NM","882",1,0,0,5,0,0,5,1,5,6,11,0,7,5,5,4,13,0,1,16,0,2,15,0,9,7,1,6,11,0,0,2,15,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5,1,0,1,1,0,2,0,0,12,1,0,1,2,8,0,2,4,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,3,2,7,8,0,0,0,7,3,0,0,6,0,0,1,15,1,0,0,0,0,0,0,0,0,0,1,1,2,8,2,0,0,4,2,0,8,2,0,5,0,2,2,1,0,4,8,0,3,5,0,9,11,0,0,0,4,2,3,1,2,0,0,10,0,0,0,0,1,3,0,0,11,1,0,0,0,0,0,0,2,0,0,11,0,4,0,0,0,0,2,7,0,0,6,0,0,3,1,0,11,0,0,6,6,2,9,0,8,2,0,0,0,0,2,0,5,0,5,0,2,0,0,0,0,8,2,14,0,2,0,0,0,0,1,0,6,2,2,0,0,1,1,0,0,0,0,0,2,3,0,0,1,0,0,0,8,0,8,1,5,0,7,1,2,1,0,11,0,1,2,3,4,7,6,11,4,2,2,2,0,5,1,0,7,7,3,7,0,0,12,4,1,0,2,11,3,0,1,0,0,17,0,16,0,0,1,3,6,5,3,0,0,7,0,0,0,1,9,2,1,3,6,4,0,1,5,4,0,0,7,1,14,2,1,0,0,10,3,1,3,0,0,0,0,1,0,1,14,1,0,15,1,0,1,9,0,3,0,3,0,0,0,1,0,1,0,0,6,11,0,15,1,0,1,0,0,5,1,9,0,2,0,0,0,0,0,6,0,7,1,2,0,0,1,0,2,14,1,0,0,0,0,0,0,13,1,0,3,0,0,2,0,0,1,0,14,0,3,13,1,0,0,0,0,0,14,2,1,0,0,11,1,0,2,2,1,0,1,0,1,0,8,3,4,13,0,2,2,2,11,0,0,3,1,5,4,5,0,0,0,3,33.485178,-104.55089,"Roswell","West"
"516","NM","883",0,0,0,1,0,0,0,0,4,0,5,0,2,1,2,1,4,0,0,5,0,0,5,0,1,4,0,0,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,3,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,2,0,0,2,0,1,0,1,0,2,1,0,2,1,0,2,5,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,2,0,0,3,0,0,0,0,0,5,0,0,0,2,2,1,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,4,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,3,0,1,0,3,0,1,0,1,1,0,0,2,1,1,2,2,4,1,0,2,0,0,1,0,0,2,3,0,1,1,0,4,1,0,0,0,4,1,0,0,0,0,5,0,5,0,0,0,2,0,2,1,0,0,3,0,0,0,0,2,0,0,2,2,1,0,0,3,0,0,0,1,1,2,0,1,0,2,1,1,2,0,0,1,0,0,1,0,0,4,0,0,4,0,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,5,0,5,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,5,0,2,3,0,0,0,0,0,0,3,1,0,1,0,4,0,0,1,0,0,0,0,0,0,0,3,1,1,4,0,1,0,1,4,0,0,0,0,3,0,0,1,0,1,0,32.839921,-105.97561,"Alamogordo","West"
"517","NM","884",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,34.862953,-104.81362,"Santa Rosa","West"
"518","NV","890",0,0,0,8,0,0,6,2,2,9,9,0,9,5,4,1,17,0,1,17,0,2,15,1,9,9,0,7,10,1,0,7,9,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,9,2,1,0,0,0,1,0,1,13,2,1,0,2,11,0,1,3,1,13,0,0,1,0,1,0,2,0,18,0,0,0,0,0,16,1,1,0,0,0,0,0,0,0,0,7,5,6,0,0,0,6,4,0,0,6,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2,0,0,5,4,1,8,2,0,3,0,5,1,0,0,7,5,0,6,8,0,4,12,0,0,0,6,0,7,0,1,0,0,9,0,0,0,0,1,4,1,1,8,2,0,0,0,0,0,0,0,1,1,17,0,1,0,0,0,0,0,7,0,0,6,0,0,3,1,1,15,1,0,2,8,5,4,1,7,5,0,1,0,0,0,0,2,3,6,0,0,0,0,0,0,11,1,16,0,1,0,0,0,0,1,0,8,1,0,1,0,1,2,0,0,0,0,0,2,0,0,3,1,0,0,1,8,0,8,2,9,2,3,0,2,0,1,6,0,1,8,2,5,8,5,9,7,2,4,2,1,8,0,0,3,10,2,4,2,0,15,2,1,0,1,15,2,0,0,0,2,16,2,16,0,0,0,6,4,2,6,0,0,9,0,0,2,1,6,2,0,0,12,4,0,0,10,6,1,0,1,0,10,1,6,1,0,8,3,2,1,1,3,0,0,1,0,1,14,2,0,13,3,0,2,8,0,2,0,1,1,0,0,1,5,0,0,0,8,10,0,16,1,0,1,0,0,11,2,4,0,0,0,0,0,0,1,12,0,2,1,2,0,1,0,0,1,10,1,0,3,1,0,2,0,13,4,0,1,0,0,2,0,0,2,0,14,0,2,11,3,1,0,0,1,0,16,1,1,0,0,14,0,2,2,0,0,0,0,0,0,0,11,4,3,13,0,5,0,5,10,0,0,2,1,9,2,3,2,0,2,0,36.030927,-114.96787,"Henderson","West"
"519","NV","891",2,0,0,28,0,0,6,2,7,24,21,0,21,12,12,3,41,1,4,41,0,6,37,2,22,23,0,12,30,3,0,19,23,0,0,0,0,0,0,0,0,0,3,3,3,4,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,3,22,4,1,0,1,0,2,0,0,36,5,3,1,2,25,0,6,8,3,38,0,0,0,0,3,0,0,1,45,0,0,0,0,0,41,0,2,0,0,0,0,0,0,0,2,7,26,12,0,0,0,14,10,0,0,21,0,0,0,44,0,0,0,0,0,0,0,0,0,0,1,6,0,23,4,1,0,11,6,0,24,3,3,9,0,12,7,3,0,14,9,0,18,16,0,11,39,0,0,0,4,2,13,0,1,0,0,29,0,0,0,0,2,2,4,5,26,3,0,0,0,0,2,2,0,0,1,36,0,6,0,0,1,0,2,26,0,0,11,0,0,5,2,1,40,1,0,4,20,5,20,0,16,15,0,0,0,0,4,0,10,0,9,0,1,0,0,0,2,32,1,41,0,4,0,0,0,0,0,0,14,3,1,5,0,0,4,0,0,4,1,0,5,1,4,3,1,0,0,1,16,0,27,3,25,2,9,0,4,2,5,15,0,4,14,7,2,28,15,27,17,1,13,0,0,12,0,2,18,14,5,24,0,2,35,4,5,1,5,31,8,0,1,1,3,41,0,42,1,0,2,15,1,20,9,0,0,17,0,0,2,0,26,3,2,2,11,25,0,2,21,8,0,1,14,1,26,10,8,1,0,19,5,5,2,0,10,2,2,6,0,3,34,2,2,31,9,0,3,14,1,5,0,2,0,2,0,2,19,0,2,0,19,24,0,37,1,2,1,2,2,26,5,8,0,6,0,0,0,0,0,27,0,13,2,3,0,0,0,0,10,25,0,0,1,2,0,6,1,38,6,0,1,0,0,1,0,0,2,0,42,0,8,29,7,0,1,0,0,0,38,4,1,2,0,32,0,0,9,4,0,0,0,0,1,0,19,22,3,32,0,10,3,6,38,0,0,1,0,15,8,16,2,2,1,1,36.121972,-115.0903,"Las Vegas","West"
"520","NV","894",4,0,0,5,0,0,2,0,0,3,7,1,6,2,3,1,10,0,0,11,0,1,10,0,3,8,0,2,8,1,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,1,0,1,9,0,0,0,1,8,0,2,0,2,6,0,0,1,0,0,0,2,0,10,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,2,7,2,0,0,0,3,2,0,0,3,0,0,3,10,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,4,1,2,3,2,1,2,0,4,0,0,0,6,1,0,3,2,0,6,9,0,1,0,1,0,2,1,0,0,0,7,0,0,0,0,1,1,0,2,3,1,0,0,1,0,0,0,1,1,1,11,0,0,0,0,0,0,0,6,0,1,3,0,0,1,0,0,8,0,0,3,3,3,4,1,2,2,0,0,1,1,2,0,3,0,2,0,1,0,0,0,0,6,2,9,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,1,2,0,1,0,1,1,0,1,0,0,6,0,4,0,6,0,2,0,2,1,0,2,0,4,1,4,2,5,4,7,4,0,3,0,1,4,0,0,3,6,1,4,0,0,9,0,2,0,0,10,1,0,0,0,1,10,0,11,0,0,0,5,0,4,2,0,0,2,1,0,1,0,7,0,0,1,4,6,0,0,5,2,0,0,4,0,6,3,1,1,0,3,2,1,0,0,4,1,0,0,0,0,9,2,0,5,2,0,4,5,0,1,0,0,0,0,0,2,3,0,1,0,5,5,0,8,0,0,0,2,1,5,3,1,1,1,0,0,0,0,0,7,0,3,0,0,0,1,0,0,3,6,0,0,0,0,0,2,0,9,1,0,1,0,0,0,0,0,0,0,11,0,1,10,0,0,0,0,0,0,9,1,0,1,0,7,0,0,2,1,1,0,0,0,0,1,6,4,0,10,0,1,0,2,8,1,0,0,0,4,2,3,0,1,1,0,38.878641,-119.69753,"Gardnerville","West"
"521","NV","895",1,1,0,10,0,0,5,0,2,6,13,0,7,5,7,0,19,0,2,17,0,2,17,0,9,10,0,7,12,0,0,4,13,1,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2,1,0,1,0,1,0,1,14,1,1,0,0,13,0,2,3,1,17,0,0,0,0,0,0,0,1,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,10,8,0,0,0,7,1,0,0,10,0,0,1,18,1,0,0,0,0,0,0,0,0,0,0,1,1,11,3,0,0,3,2,0,11,4,0,2,0,4,4,0,0,7,4,1,7,7,0,4,15,0,0,0,3,1,6,1,0,0,0,11,0,0,0,0,1,6,2,4,5,0,0,0,0,0,0,1,0,0,1,16,0,2,0,0,1,0,0,13,0,0,4,0,0,0,1,1,18,0,0,1,11,1,7,0,6,5,0,0,0,0,2,0,6,0,3,0,1,0,0,0,0,14,1,19,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,3,0,0,0,1,2,2,0,0,0,7,0,10,0,10,2,6,0,0,1,2,5,0,2,8,2,4,9,6,17,2,0,5,0,1,4,2,0,7,7,5,6,0,1,14,2,2,1,0,15,3,0,1,1,2,16,0,18,1,0,0,4,2,5,8,0,0,5,0,0,1,1,12,1,0,1,6,11,0,0,6,4,0,0,8,1,7,2,8,2,0,12,2,3,0,0,1,1,0,2,0,2,15,0,0,16,2,0,1,11,0,2,0,0,0,0,0,1,2,3,0,0,11,6,2,16,1,0,0,0,2,13,1,3,0,1,0,0,0,0,1,16,0,2,0,1,0,0,0,0,3,13,1,0,0,0,0,2,0,18,1,0,0,0,0,0,0,0,0,0,19,0,4,13,2,0,0,0,0,0,19,0,0,0,0,10,0,2,4,3,0,1,0,0,1,0,5,8,4,18,0,1,0,1,16,0,0,0,2,6,4,4,1,3,1,0,39.496243,-119.83072,"Reno","West"
"522","NV","897",0,0,0,2,0,0,2,0,0,2,2,0,1,0,3,0,4,0,0,4,0,2,2,0,2,2,0,1,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,1,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,1,0,0,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,2,0,1,0,1,0,0,1,0,0,2,1,0,2,2,1,3,0,1,0,0,0,0,1,2,1,0,3,0,0,3,0,1,0,1,3,0,0,0,0,0,4,0,4,0,0,0,0,0,3,1,0,0,1,0,0,0,0,3,1,0,0,1,2,0,0,3,1,0,0,0,0,2,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,4,0,0,3,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,3,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,2,2,0,2,0,2,0,1,3,0,0,0,0,2,0,1,0,1,0,0,39.147877,-119.74536,"Carson City","West"
"523","NY","100",52,2,0,160,0,1,150,17,35,104,306,7,78,205,134,30,383,4,8,406,3,12,395,10,60,349,8,74,319,24,31,176,160,15,2,14,0,1,1,0,1,1,15,33,42,39,5,5,0,0,0,0,1,0,0,4,0,4,14,1,3,16,204,46,22,2,11,4,51,0,18,276,33,20,8,57,197,3,80,52,70,294,0,0,4,2,15,0,24,8,401,7,0,0,4,5,230,3,15,128,4,0,3,0,0,5,29,80,164,173,0,0,0,217,128,0,0,33,0,29,10,408,5,0,0,0,0,0,0,0,0,0,4,26,17,190,32,5,11,136,31,11,191,37,28,119,7,104,51,14,1,88,152,7,150,91,1,168,267,2,3,0,125,20,307,6,13,1,0,65,8,1,0,3,13,55,24,37,70,17,1,0,0,3,13,23,54,112,8,359,2,33,1,5,6,4,7,168,1,5,142,0,0,74,17,10,260,2,5,150,66,209,135,7,297,35,2,3,14,4,16,1,30,15,260,0,17,1,0,1,2,124,12,368,0,44,1,0,0,1,3,0,146,17,2,19,8,4,33,4,0,19,40,0,38,7,47,33,112,0,10,2,129,1,163,75,83,29,188,1,30,11,58,129,0,62,90,78,207,143,67,177,170,70,143,13,29,97,12,12,111,157,47,185,24,4,292,40,66,19,17,356,38,1,5,16,42,359,98,233,77,0,9,108,98,70,136,1,4,332,5,2,1,7,70,17,28,58,125,166,0,23,108,156,2,2,137,12,370,8,29,6,4,71,230,38,18,1,35,13,11,48,3,16,312,38,13,348,40,0,16,177,0,37,4,38,4,7,0,20,117,13,10,0,70,332,5,376,7,8,5,1,20,327,38,27,4,18,0,0,0,0,3,182,7,87,13,26,0,96,6,11,95,247,8,4,4,3,0,33,12,388,14,1,14,2,1,60,10,1,25,8,284,26,103,215,43,0,26,1,18,11,392,9,0,13,3,259,6,54,67,26,5,9,2,1,8,4,87,248,58,350,9,43,15,100,247,2,1,57,10,203,56,101,17,13,14,13,40.76842,-73.96045,"New York","Northeast"
"524","NY","101",1,0,0,10,0,0,6,0,1,6,10,2,2,12,4,2,16,0,1,17,0,1,16,1,3,15,0,3,15,0,2,8,7,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,2,0,1,13,2,0,0,1,9,0,1,7,1,16,0,0,0,0,1,0,0,0,18,0,0,0,0,0,12,0,1,5,0,0,0,0,0,0,0,3,11,4,0,0,0,9,5,0,0,3,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,0,0,5,0,1,9,2,3,3,1,3,2,0,0,7,5,0,7,6,0,5,13,0,0,0,4,1,14,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,1,1,4,5,0,15,0,3,0,0,0,0,0,6,0,0,8,0,0,4,0,0,12,0,0,6,5,8,5,0,15,0,0,0,0,0,1,2,0,0,13,0,0,0,0,0,0,5,0,16,0,1,0,0,0,0,1,0,10,0,0,0,0,0,2,0,0,0,2,0,0,1,2,1,7,0,0,0,5,0,6,3,6,1,6,0,2,0,4,6,0,4,1,3,4,10,4,7,7,4,4,0,2,4,0,0,8,8,1,8,1,0,13,2,3,0,0,15,3,0,0,2,1,15,2,13,3,0,0,4,3,3,8,0,0,14,0,0,0,1,3,1,3,3,4,6,0,1,9,6,0,0,3,0,17,1,0,0,0,6,8,2,0,0,1,1,0,1,0,1,16,0,0,16,2,0,0,7,0,4,0,1,0,0,0,1,4,1,0,0,2,16,0,17,0,0,0,0,1,14,2,1,0,1,0,0,0,0,0,9,0,5,0,1,0,3,0,0,5,12,1,0,0,0,0,0,0,16,2,0,0,0,0,1,0,0,1,0,16,0,7,8,3,0,0,0,0,0,18,0,0,0,0,13,0,1,4,0,0,0,1,0,0,1,1,14,1,16,1,1,0,2,16,0,0,0,0,10,3,4,0,0,1,0,40.781894,-73.95039,"New York","Northeast"
