"","state","zip","50_1","50_2","50_3","50_4","50_5","50_6","50_7","50_8","50_9","51_1","51_2","51_3","52_1","52_2","52_3","53_1","53_2","53_3","54_1","54_2","54_3","55_1","55_2","55_3","56_1","56_2","56_3","57_1","57_2","57_3","58_1","58_2","58_3","58_4","58_5","58_6","58_7","58_8","58_9","58_10","58_11","58_12","58_13","59_1","59_2","59_3","59_4","59_5","59_6","59_7","59_8","59_9","59_10","59_11","59_12","59_13","59_14","59_15","59_16","59_17","59_18","59_19","59_20","59_21","60_1","60_2","60_3","60_4","60_5","60_6","60_7","60_8","60_9","61_1","61_2","61_3","61_4","61_5","61_6","61_7","62_1","62_2","62_3","62_4","62_5","62_6","62_7","62_8","62_9","62_10","63_1","63_2","63_3","63_4","63_5","63_6","64_1","64_2","64_3","64_4","64_5","64_6","64_7","64_8","64_9","64_10","64_11","65_1","65_2","65_3","65_4","65_5","65_6","66_1","66_2","66_3","66_4","66_5","66_6","66_7","66_8","67_1","67_2","67_3","67_4","67_5","67_6","67_7","67_8","67_9","67_10","67_11","67_12","68_1","68_2","68_3","68_4","68_5","68_6","68_7","69_1","69_2","69_3","69_4","69_5","69_6","70_1","70_2","70_3","70_4","70_5","70_6","70_7","71_1","71_2","71_3","71_4","71_5","72_1","72_2","72_3","72_4","72_5","72_6","73_1","73_2","73_3","73_4","73_5","73_6","73_7","73_8","73_9","73_10","73_11","74_1","74_2","74_3","74_4","74_5","74_6","74_7","74_8","74_9","74_10","74_11","74_12","74_13","74_14","75_1","75_2","75_3","75_4","75_5","75_6","75_7","75_8","76_1","76_2","76_3","76_4","76_5","76_6","76_7","76_8","76_9","77_1","77_2","77_3","77_4","78_1","78_2","78_3","78_4","79_1","79_2","79_3","79_4","79_5","79_6","79_7","79_8","79_9","79_10","80_1","80_2","80_3","80_4","80_5","80_6","80_7","80_8","80_9","81_1","81_2","81_3","81_4","81_5","81_6","81_7","81_8","82_1","82_2","82_3","82_4","82_5","82_6","82_7","82_8","82_9","82_10","82_11","82_12","82_13","82_14","82_15","82_16","82_17","83_1","83_2","83_3","83_4","83_5","83_6","83_7","84_1","84_2","84_3","84_4","84_5","84_6","84_7","85_1","85_2","85_3","85_4","85_5","85_6","86_1","86_2","86_3","87_1","87_2","87_3","88_1","88_2","88_3","88_4","88_5","88_6","88_7","89_1","89_2","89_3","89_4","89_5","90_1","90_2","90_3","90_4","91_1","91_2","91_3","91_4","91_5","92_1","92_2","92_3","93_1","93_2","93_3","93_4","93_5","94_1","94_2","94_3","94_4","94_5","94_6","95_1","95_2","95_3","95_4","95_5","95_6","96_1","96_2","96_3","96_4","96_5","96_6","96_7","97_1","97_2","97_3","97_4","97_5","97_6","98_1","98_2","98_3","98_4","98_5","99_1","99_2","99_3","99_4","99_5","99_6","99_7","99_8","100_1","100_2","100_3","100_4","100_5","101_1","101_2","101_3","101_4","101_5","102_1","102_2","102_3","102_4","102_5","102_6","102_7","102_8","102_9","102_10","102_11","103_1","103_2","103_3","103_4","103_5","104_1","104_2","104_3","104_4","104_5","104_6","105_1","105_2","105_3","105_4","105_5","105_6","105_7","105_8","105_9","105_10","106_1","106_2","106_3","106_4","106_5","106_6","106_7","106_8","107_1","107_2","107_3","107_4","107_5","107_6","107_7","107_8","107_9","107_10","109_1","109_2","109_3","109_4","110_1","110_2","110_3","110_4","110_5","110_6","110_7","110_8","110_9","111_1","111_2","111_3","111_4","111_5","111_6","111_7","111_8","115_1","115_2","115_3","115_4","115_5","117_1","117_2","117_3","117_4","117_5","117_6","118_1","118_2","118_3","118_4","118_5","118_6","118_7","118_8","119_1","119_2","119_3","119_4","120_1","120_2","120_3","120_4","120_5","120_6","121_1","121_2","121_3","121_4","121_5","121_6","121_7","lat","long","city","state.region"
"262","KS","671",2,0,0,7,0,0,3,0,3,2,12,1,12,1,2,4,11,0,3,10,2,4,10,1,12,2,1,5,7,3,0,5,10,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0,1,0,0,8,4,2,0,1,6,1,2,3,1,13,0,0,0,1,0,0,0,0,14,0,0,0,0,1,14,0,0,0,1,0,0,0,0,0,0,8,0,7,0,0,0,4,1,0,0,10,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,0,5,0,0,9,1,1,4,1,5,3,2,0,1,3,0,7,2,0,6,11,0,0,0,3,1,2,0,0,0,0,13,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,1,8,0,6,0,0,0,0,1,1,0,0,13,0,1,0,0,0,12,0,0,3,8,2,5,0,9,1,0,0,0,0,0,0,4,1,1,0,3,0,0,0,0,11,0,14,0,1,0,0,0,0,0,0,8,0,0,1,0,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,11,1,8,0,5,0,1,0,1,6,0,1,2,5,5,7,3,12,3,0,6,0,0,6,0,0,3,9,3,3,0,0,11,3,1,0,2,7,5,1,0,1,1,13,0,15,0,0,0,7,2,3,3,0,0,8,0,0,0,1,6,1,0,4,7,1,0,2,7,1,0,1,6,0,10,2,2,0,1,11,1,3,0,0,0,0,0,3,0,3,6,3,0,15,0,0,0,7,0,1,0,2,0,0,0,1,3,1,0,0,4,10,1,15,0,0,0,0,0,3,9,2,0,1,0,0,0,0,0,11,1,3,0,0,0,0,0,3,0,8,1,0,0,0,0,2,1,4,11,0,0,0,0,0,0,0,2,0,13,0,1,14,0,0,0,0,0,0,13,1,0,1,0,7,0,0,4,3,1,0,0,0,0,0,7,5,3,7,1,6,1,5,10,0,0,0,0,7,3,4,0,0,1,0,37.256575,-96.97885,"Winfield","North Central"
"263","KS","672",14,0,1,47,0,0,9,1,7,22,54,3,38,20,21,7,72,0,8,66,5,6,67,6,49,26,4,22,53,4,0,11,64,2,1,0,0,0,0,0,0,0,1,4,2,9,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,44,11,3,10,1,1,1,0,0,54,9,3,1,7,38,0,13,17,3,73,0,0,0,0,0,0,2,1,79,0,0,0,0,0,70,0,6,1,1,0,0,0,0,1,0,32,17,30,0,0,0,23,5,0,0,48,0,1,2,75,0,0,0,0,0,0,0,0,0,0,4,3,1,47,1,1,1,25,4,4,39,16,1,15,0,24,11,3,0,25,16,0,30,25,0,24,60,0,2,0,13,4,17,2,4,0,0,49,3,0,0,1,3,1,2,4,66,1,0,0,0,0,0,1,1,2,1,57,0,15,0,0,1,0,6,22,0,1,45,0,0,3,4,4,69,0,2,8,29,9,40,1,61,7,0,1,0,0,3,0,4,3,14,0,2,0,0,0,0,59,4,74,0,4,1,0,0,0,0,0,36,2,1,2,0,0,8,0,0,4,5,0,4,1,7,9,4,0,2,1,24,0,48,3,27,4,24,0,21,0,4,33,0,14,12,16,13,33,33,55,15,9,20,1,1,28,3,0,26,34,10,31,2,2,41,26,8,4,18,42,19,0,0,5,9,65,1,77,0,0,1,26,14,15,24,0,0,39,0,0,0,3,37,10,4,10,22,29,1,3,52,9,0,1,17,0,48,13,13,2,3,33,11,20,1,0,10,0,4,10,0,10,50,9,3,59,7,0,10,42,0,7,0,5,0,0,0,1,21,3,0,0,20,59,0,68,2,0,1,1,7,24,41,8,0,2,0,0,0,0,4,69,0,7,1,1,0,1,0,0,10,43,2,0,1,0,1,21,1,50,28,0,1,0,0,0,0,1,2,0,70,6,5,64,7,0,0,0,1,2,64,9,2,4,0,57,0,1,13,7,1,2,1,0,2,1,28,35,10,40,13,23,3,19,55,0,0,1,4,29,18,15,6,3,5,3,37.700632,-97.4343,"Wichita","North Central"
"264","KS","673",5,0,0,7,0,0,5,1,3,4,16,1,7,9,5,0,21,0,2,17,2,1,19,1,15,6,0,5,14,2,0,4,13,3,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,4,0,0,1,0,0,13,3,1,1,1,5,0,7,6,2,17,0,0,0,0,1,0,0,1,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,11,2,8,0,0,0,7,3,0,0,11,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2,3,2,9,0,0,0,7,2,3,5,6,0,5,0,4,4,3,0,5,5,0,5,8,0,8,19,0,0,0,1,1,5,0,1,0,0,11,1,0,0,0,3,0,0,0,19,1,0,0,0,0,0,1,0,0,0,13,0,6,0,0,0,0,2,8,0,0,13,0,0,0,0,0,17,0,1,3,8,3,9,1,10,0,0,2,0,0,3,0,3,3,4,0,1,0,0,0,0,16,0,21,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,2,0,0,1,6,1,11,0,9,0,7,0,5,0,1,9,0,3,5,3,2,11,8,15,5,1,4,1,3,5,0,0,8,11,0,10,0,0,12,6,2,1,5,13,3,0,0,3,4,14,1,20,0,0,0,8,1,5,7,0,0,10,0,1,0,0,10,2,3,4,5,4,1,2,11,1,0,1,8,0,12,4,2,2,1,10,2,5,0,0,3,0,1,3,0,1,14,3,0,17,1,0,3,10,0,1,0,3,0,0,0,1,6,0,0,0,6,15,0,18,0,0,1,0,2,4,15,1,0,1,0,0,0,0,0,18,0,2,0,0,0,0,1,0,2,10,0,0,1,0,0,6,2,13,8,0,0,0,0,0,0,0,1,0,20,0,2,17,2,0,0,0,0,0,17,3,0,1,0,12,0,0,5,1,3,1,0,0,0,0,7,10,3,8,6,7,0,6,14,0,0,1,0,7,5,4,1,1,2,1,37.216856,-95.72898,"Independence","North Central"
"265","KS","674",6,0,0,26,0,0,13,1,6,8,43,1,21,20,11,6,44,2,3,46,3,6,44,2,29,22,1,10,36,6,1,10,39,0,0,0,0,0,0,0,0,0,2,4,6,7,1,3,0,0,0,0,0,0,0,2,0,1,1,0,0,1,20,6,1,15,0,0,2,0,0,28,6,1,0,6,20,0,12,13,10,40,0,0,0,0,1,0,1,0,52,0,0,0,0,0,44,1,4,1,0,0,0,0,0,1,1,27,4,21,0,0,0,14,2,0,0,33,0,1,2,45,1,0,0,1,0,0,0,0,0,0,5,7,1,31,1,0,2,10,8,1,26,8,0,9,0,14,6,7,0,15,10,1,20,12,0,19,39,0,0,0,9,4,13,0,0,0,0,34,1,0,0,1,3,6,1,1,42,1,0,0,0,0,0,1,0,0,0,30,0,17,0,0,3,0,2,9,0,0,33,0,0,7,0,3,41,1,0,10,18,10,24,0,37,0,0,2,0,0,1,0,8,4,5,0,0,1,0,0,0,45,1,48,0,2,2,0,0,0,0,0,26,1,2,1,0,1,5,0,0,1,1,0,6,3,0,5,2,0,3,1,16,1,29,2,21,4,14,0,8,3,3,25,0,4,7,13,6,22,24,37,10,5,18,1,3,14,4,0,12,25,7,16,3,1,29,15,4,4,13,31,7,1,0,1,4,47,0,52,0,0,0,22,10,13,7,0,0,22,0,0,1,0,29,11,3,11,11,13,2,1,29,6,0,1,16,0,37,5,9,0,1,28,4,12,0,0,3,1,4,5,0,7,36,4,1,45,4,0,2,22,0,5,0,8,0,2,0,5,9,1,1,0,22,29,0,49,1,0,0,0,2,11,31,7,0,3,0,0,0,0,0,36,2,5,0,4,0,4,1,0,5,26,2,1,2,1,0,15,0,23,25,0,4,0,0,2,0,0,3,1,43,3,1,44,5,1,1,0,0,0,42,3,2,4,1,29,0,2,7,11,3,0,1,0,5,0,18,21,7,20,9,19,4,12,32,0,0,8,0,10,9,17,7,2,7,0,38.827875,-97.61553,"Salina","North Central"
"266","KS","675",4,0,0,21,0,0,7,0,1,8,24,1,16,7,10,3,30,0,7,26,0,6,26,1,21,12,0,5,27,1,0,4,28,0,0,0,0,0,0,0,0,0,1,1,2,4,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,1,15,3,0,1,0,0,4,0,0,25,3,3,0,0,11,0,9,10,4,28,0,0,0,0,0,0,1,0,33,0,0,0,0,0,29,0,0,1,0,0,0,0,0,0,3,16,4,13,0,0,0,10,3,0,0,20,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,0,1,23,0,0,2,7,2,2,22,3,0,4,0,15,5,1,1,7,4,0,20,6,0,7,29,0,0,0,3,1,7,0,0,0,0,25,0,0,0,1,0,2,0,0,27,0,0,0,0,0,0,0,1,2,1,20,0,12,0,0,0,0,1,10,0,1,18,0,0,3,1,0,24,1,0,8,14,6,12,1,23,4,0,0,1,0,1,0,4,0,2,0,0,0,0,0,0,31,0,32,0,0,0,0,1,0,0,0,13,0,1,2,0,2,5,0,0,2,0,0,1,5,1,1,0,1,0,0,17,0,15,1,22,1,7,0,1,1,3,10,0,3,12,5,7,13,13,27,4,2,13,0,1,11,1,2,5,16,5,11,1,0,11,15,4,3,11,17,4,0,1,2,4,27,1,31,1,0,0,18,2,2,11,0,0,17,0,0,0,0,16,7,1,7,9,6,2,1,23,3,0,3,4,0,23,6,4,0,0,19,6,5,0,0,2,0,1,3,0,6,23,1,1,29,2,0,1,14,0,4,0,3,0,1,0,1,10,0,0,0,17,16,0,31,1,0,1,0,0,7,23,3,0,0,0,0,0,0,0,31,0,1,0,0,0,1,0,1,6,16,0,0,2,0,0,8,0,12,19,0,2,0,0,0,0,0,3,1,26,3,1,27,3,0,2,0,0,0,28,1,0,4,0,22,0,1,5,5,0,0,0,0,0,1,7,20,5,12,11,10,0,5,23,0,0,2,3,13,6,6,3,2,2,1,38.034292,-97.92382,"Hutchinson","North Central"
"267","KS","676",2,0,0,6,0,0,3,0,0,2,9,0,5,3,3,2,9,0,1,10,0,1,9,1,6,4,1,2,8,1,0,4,7,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,3,0,0,2,0,0,6,0,2,0,1,6,0,0,2,1,10,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,6,0,5,0,0,0,4,1,0,0,5,0,1,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,1,0,0,8,2,0,1,0,3,2,0,0,5,1,0,5,5,0,1,8,0,0,0,3,0,3,1,0,0,0,7,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,1,0,0,9,0,2,0,0,0,0,0,2,0,0,8,0,0,1,0,0,8,0,0,3,6,1,4,0,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,10,0,1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,4,0,5,0,8,1,2,0,0,0,0,7,0,0,1,3,4,2,5,8,3,0,5,0,0,1,2,0,3,6,0,5,0,0,2,6,3,0,2,7,1,1,0,1,0,10,0,11,0,0,0,8,0,2,1,0,0,4,0,0,0,0,7,3,1,3,4,0,0,0,6,3,0,1,1,0,7,2,1,1,0,8,1,1,0,0,1,0,0,1,0,4,6,0,0,9,2,0,0,7,0,2,0,1,0,0,0,0,1,0,1,0,2,8,0,10,0,0,1,0,0,2,9,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,1,4,1,0,0,0,0,5,0,7,3,0,1,0,0,0,0,0,0,0,11,0,2,8,1,0,0,0,0,0,10,1,0,0,0,7,0,0,3,1,0,0,0,0,0,0,4,5,2,4,5,2,0,4,7,0,0,0,0,6,4,1,0,0,0,0,38.881082,-99.32559,"Hays","North Central"
"268","KS","677",2,0,0,4,0,0,0,1,0,1,6,0,1,4,2,1,6,0,1,6,0,1,6,0,6,1,0,3,3,1,0,1,5,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,4,1,2,0,0,2,0,2,1,2,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,3,2,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,5,2,0,0,0,4,1,1,0,1,0,0,1,4,0,2,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,1,5,0,1,1,4,0,3,0,6,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,6,1,2,0,3,0,1,0,1,2,0,0,1,3,1,3,3,7,0,0,3,0,0,1,0,0,3,3,1,3,0,0,2,3,2,0,2,5,0,0,0,1,0,6,0,7,0,0,0,3,0,0,4,0,0,1,0,0,0,0,6,0,2,2,1,0,1,1,5,0,0,0,2,0,6,1,0,0,0,4,0,3,0,0,0,0,0,0,0,1,6,0,0,5,0,0,2,6,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,6,0,0,0,1,0,1,3,1,0,1,0,0,0,0,1,6,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,4,3,0,0,0,0,0,0,0,0,1,6,0,0,7,0,0,0,0,0,0,5,0,1,1,0,3,0,0,2,2,0,0,0,0,0,0,4,1,2,4,0,3,0,1,5,0,0,1,0,3,2,1,1,0,0,0,39.394701,-101.04485,"Colby","North Central"
"269","KS","678",3,0,0,7,0,0,7,1,0,4,13,1,6,7,5,1,17,0,4,12,2,2,14,2,8,9,1,7,9,2,0,1,17,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,0,4,0,0,2,0,0,10,2,0,0,5,6,0,3,4,2,15,0,0,0,0,0,0,1,0,18,0,0,0,0,0,14,0,0,1,0,0,0,0,0,2,1,6,4,8,0,0,0,4,2,0,0,10,0,1,1,17,0,0,0,0,0,0,0,0,0,0,1,1,0,13,0,0,0,4,2,0,13,2,0,1,0,5,2,3,0,4,4,1,7,6,1,3,15,0,0,0,3,0,3,0,3,0,0,12,0,0,0,0,0,1,0,0,12,3,0,0,0,0,0,0,1,1,0,14,0,3,0,0,1,0,0,2,0,0,12,0,0,3,0,1,15,0,0,3,9,3,6,0,13,3,0,1,0,0,0,0,1,0,3,0,0,0,0,0,1,13,1,15,0,2,0,0,0,0,1,0,7,1,0,2,0,0,1,0,0,0,1,0,2,0,3,1,0,0,1,0,6,0,11,0,5,1,8,0,3,1,1,9,0,1,4,3,4,6,8,15,1,2,8,0,1,3,0,0,6,11,2,5,0,0,9,8,0,1,7,9,2,0,0,1,1,16,1,16,1,0,0,4,3,3,8,0,0,7,0,1,0,1,9,1,4,3,7,3,0,0,12,1,0,1,3,1,14,2,1,0,1,10,3,3,0,0,1,0,1,2,0,2,13,1,2,14,2,0,0,9,0,1,0,1,0,3,0,0,4,0,0,0,7,11,0,16,0,0,1,0,1,2,10,4,0,2,0,0,0,0,0,15,0,1,0,1,0,1,0,0,3,9,1,0,1,0,1,2,1,9,9,0,0,0,0,0,0,0,1,0,16,1,0,18,0,0,0,0,0,0,14,2,0,1,1,13,0,1,2,2,0,2,0,0,1,0,8,7,0,9,1,6,2,8,9,0,0,0,1,5,2,7,1,1,2,0,38.48461,-100.93476,"Scott City","North Central"
"270","KS","679",0,0,0,3,0,0,0,0,0,1,2,0,0,1,2,0,3,0,0,2,1,0,1,2,2,0,1,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,1,0,1,0,1,1,1,1,2,1,0,0,0,0,3,0,0,0,2,1,0,0,0,1,2,0,0,2,1,0,0,0,0,1,2,0,3,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,1,0,1,1,0,0,2,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,0,1,1,1,0,3,0,0,0,0,0,2,1,0,0,0,0,0,37.067979,-100.92813,"Liberal","North Central"
"271","KY","400",5,0,0,4,0,0,1,0,7,4,12,1,6,9,2,4,13,0,4,13,0,4,12,1,8,9,0,6,11,0,0,11,5,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,1,1,2,1,0,1,0,0,11,1,0,0,3,9,0,3,2,1,16,0,0,0,0,0,0,0,0,16,0,0,0,0,1,14,0,2,0,0,0,0,0,0,0,1,7,1,9,0,0,0,3,2,0,0,9,1,1,1,13,0,0,0,1,0,0,0,0,0,0,3,2,1,12,0,0,0,2,3,2,8,0,1,3,0,5,2,1,0,4,5,0,5,3,0,9,15,0,0,0,1,1,3,1,2,0,0,11,0,0,0,0,0,2,1,0,6,4,0,0,0,0,0,1,1,2,0,5,0,9,0,0,1,0,2,3,0,0,9,0,0,4,0,1,14,0,0,3,2,6,9,0,7,1,0,0,1,0,1,0,4,3,1,0,0,0,0,0,0,15,1,15,0,2,0,0,0,0,0,0,4,0,1,1,0,0,2,0,0,1,1,0,0,2,3,2,0,0,1,0,5,0,11,1,3,5,3,0,4,1,2,6,0,1,1,7,5,9,3,12,5,0,6,1,2,2,1,1,4,8,2,7,0,0,9,4,3,1,2,12,2,0,1,1,0,16,0,16,0,0,1,3,5,4,5,0,0,4,0,0,0,1,12,0,0,4,7,4,0,2,7,6,0,0,4,0,14,2,0,0,1,3,6,6,0,0,1,1,0,5,0,4,6,2,2,13,2,0,0,8,0,2,0,3,0,0,0,2,2,0,0,0,1,16,0,15,0,0,1,0,1,4,2,8,0,3,0,0,0,0,0,10,0,5,0,1,0,1,0,1,5,7,0,0,1,0,0,3,0,10,5,0,2,0,0,1,0,0,0,1,13,2,1,14,2,0,0,0,0,0,14,1,0,2,0,10,1,0,4,2,0,0,0,0,0,0,14,1,2,5,3,8,1,4,11,0,0,1,1,10,1,2,1,1,1,1,38.335106,-85.4584,"Crestwood","South"
"272","KY","401",0,0,0,2,0,0,0,0,5,0,7,0,5,1,1,1,5,1,0,7,0,0,7,0,5,2,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,6,0,1,0,1,2,0,1,2,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,1,1,2,0,1,0,2,1,0,2,0,0,4,0,1,0,2,0,1,3,0,1,1,0,5,5,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,1,0,1,1,0,0,4,0,0,0,1,1,7,0,0,0,0,5,2,0,3,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,0,1,2,1,0,2,1,1,3,0,0,1,2,0,4,3,6,1,0,1,0,0,4,0,0,2,5,1,1,0,0,3,3,0,1,3,4,0,0,0,2,1,4,0,7,0,0,0,0,3,0,4,0,0,5,0,0,0,0,2,1,0,0,4,2,0,0,4,2,0,0,1,0,5,0,2,0,0,0,2,3,0,0,1,1,0,1,0,3,2,1,1,5,0,0,1,3,0,0,0,2,0,0,0,0,2,0,0,0,0,7,0,7,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,2,3,0,0,1,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,7,0,1,6,0,0,0,0,0,0,3,2,2,0,0,3,0,0,2,2,0,0,0,0,0,0,6,0,1,2,2,3,0,2,4,0,0,1,0,2,2,3,0,0,0,0,37.973094,-86.11831,"Brandenburg","South"
"273","KY","402",48,0,0,24,0,0,10,1,39,23,99,0,43,50,29,20,100,2,15,102,5,16,95,11,70,49,3,40,72,10,0,90,25,5,0,1,0,0,0,0,0,0,1,5,8,29,2,4,0,0,0,0,2,0,0,0,0,3,2,0,1,3,54,9,3,1,0,1,4,1,2,94,16,11,0,16,45,0,23,27,11,105,0,0,1,0,1,0,2,2,121,0,0,0,0,1,110,2,2,1,2,0,0,0,0,0,5,78,9,35,0,0,0,34,20,0,0,62,0,2,4,106,1,0,0,3,0,0,1,0,0,0,11,9,7,54,4,0,0,48,8,10,55,10,3,36,0,25,18,13,0,18,48,1,35,31,0,55,83,1,1,0,32,5,31,5,3,0,0,80,0,0,0,0,3,14,4,5,74,3,0,0,0,0,0,1,7,7,7,75,0,33,0,1,5,0,8,28,0,0,70,0,1,16,4,3,110,0,0,12,37,49,33,3,47,9,0,0,41,0,3,0,13,9,20,0,14,0,0,0,0,84,4,115,0,5,1,0,0,1,0,0,45,9,4,6,0,0,20,0,0,1,9,0,11,0,5,12,8,0,5,4,21,0,84,9,37,14,36,0,24,2,7,43,0,20,24,28,44,53,25,69,42,11,29,5,6,49,2,1,30,87,14,19,2,0,64,34,14,10,14,97,10,0,1,5,15,102,1,116,5,0,0,23,44,14,41,0,0,63,0,0,0,2,57,14,7,16,55,27,0,3,37,47,0,0,32,6,94,14,9,3,2,28,20,34,1,0,21,14,4,55,0,9,43,15,3,93,10,1,15,59,0,10,1,13,2,1,0,5,29,2,3,0,20,97,2,117,2,0,1,0,2,30,12,46,0,29,0,0,0,0,5,62,6,42,2,3,0,6,1,3,28,75,2,1,1,0,1,9,2,101,18,1,2,0,0,2,0,0,5,1,113,1,11,94,10,0,4,0,2,1,105,6,1,8,2,77,1,6,15,20,3,1,1,0,1,0,81,23,15,49,26,47,0,23,88,0,0,8,3,42,26,23,12,5,11,3,38.22292,-85.68326,"Louisville","South"
